Order_Detail_ID,Order_ID,Menu_Item_ID,Quantity
15342,6163,78,1
15343,6163,52,2
15344,6164,73,1
15345,6164,2,3
15346,6164,58,3
15347,6165,24,3
15348,6165,39,2
15349,6165,49,3
15350,6166,18,3
15351,6166,22,1
15352,6167,44,2
15353,6167,59,1
15354,6168,35,1
15355,6168,38,3
15356,6168,56,2
15357,6169,65,1
15358,6169,40,2
15359,6169,14,2
15360,6170,48,3
15361,6170,34,3
15362,6171,55,1
15363,6171,46,2
15364,6172,19,3
15365,6172,18,1
15366,6173,52,1
15367,6173,25,3
15368,6174,27,2
15369,6174,79,3
15370,6174,80,2
15371,6175,77,2
15372,6175,70,1
15373,6175,7,1
15374,6176,73,2
15375,6176,27,2
15376,6176,21,1
15377,6177,3,3
15378,6177,51,1
15379,6177,42,2
15380,6178,55,1
15381,6178,71,1
15382,6178,36,2
15383,6179,48,2
15384,6179,60,2
15385,6179,43,2
15386,6180,64,2
15387,6180,41,1
15388,6181,57,1
15389,6181,5,1
15390,6182,43,3
15391,6182,4,1
15392,6183,76,2
15393,6183,30,2
15394,6184,34,2
15395,6184,5,2
15396,6184,21,3
15397,6185,34,3
15398,6185,68,3
15399,6186,44,2
15400,6186,34,3
15401,6186,59,2
15402,6187,78,2
15403,6187,74,2
15404,6188,6,2
15405,6188,20,2
15406,6188,51,3
15407,6189,34,3
15408,6189,59,1
15409,6190,13,1
15410,6190,38,1
15411,6191,65,3
15412,6191,12,3
15413,6192,44,1
15414,6192,51,3
15415,6192,70,2
15416,6193,21,3
15417,6193,52,2
15418,6193,27,1
15419,6194,22,3
15420,6194,59,3
15421,6194,28,2
15422,6195,28,1
15423,6195,19,3
15424,6196,29,2
15425,6196,40,1
15426,6197,52,1
15427,6197,51,3
15428,6197,48,2
15429,6198,47,2
15430,6198,34,1
15431,6199,42,1
15432,6199,59,2
15433,6200,42,2
15434,6200,59,1
15435,6201,3,1
15436,6201,37,3
15437,6201,74,2
15438,6202,68,3
15439,6202,28,3
15440,6202,51,1
15441,6203,21,2
15442,6203,28,3
15443,6203,28,2
15444,6204,80,2
15445,6204,63,1
15446,6204,56,1
15447,6205,51,3
15448,6205,73,2
15449,6205,65,2
15450,6206,66,2
15451,6206,49,1
15452,6206,13,3
15453,6207,25,3
15454,6207,62,3
15455,6207,47,1
15456,6208,38,1
15457,6208,57,1
15458,6209,53,3
15459,6209,40,1
15460,6210,4,2
15461,6210,25,1
15462,6211,32,3
15463,6211,31,1
15464,6212,47,3
15465,6212,74,1
15466,6213,77,3
15467,6213,56,2
15468,6213,41,1
15469,6214,29,3
15470,6214,38,1
15471,6215,47,3
15472,6215,67,3
15473,6216,8,2
15474,6216,48,3
15475,6216,50,3
15476,6217,32,3
15477,6217,5,3
15478,6217,31,1
15479,6218,24,1
15480,6218,67,1
15481,6218,44,1
15482,6219,29,1
15483,6219,52,1
15484,6219,42,3
15485,6220,34,2
15486,6220,53,3
15487,6220,15,2
15488,6221,12,3
15489,6221,71,2
15490,6222,17,3
15491,6222,66,2
15492,6222,37,3
15493,6223,27,3
15494,6223,53,2
15495,6224,36,3
15496,6224,75,2
15497,6225,30,1
15498,6225,29,2
15499,6226,54,2
15500,6226,29,2
15501,6226,15,1
15502,6227,34,2
15503,6227,14,2
15504,6227,30,1
15505,6228,13,2
15506,6228,60,3
15507,6228,59,3
15508,6229,57,3
15509,6229,63,2
15510,6230,6,3
15511,6230,70,3
15512,6231,13,2
15513,6231,74,3
15514,6231,20,1
15515,6232,69,3
15516,6232,47,3
15517,6233,46,2
15518,6233,70,1
15519,6233,49,2
15520,6234,75,3
15521,6234,73,1
15522,6234,43,1
15523,6235,46,3
15524,6235,58,3
15525,6235,56,3
15526,6236,71,1
15527,6236,59,1
15528,6236,29,2
15529,6237,61,3
15530,6237,3,1
15531,6238,50,1
15532,6238,23,3
15533,6238,57,1
15534,6239,74,3
15535,6239,50,2
15536,6239,65,2
15537,6240,50,1
15538,6240,42,2
15539,6240,28,2
15540,6241,68,1
15541,6241,47,2
15542,6242,47,2
15543,6242,76,1
15544,6242,59,3
15545,6243,34,3
15546,6243,45,1
15547,6243,51,2
15548,6244,44,1
15549,6244,44,2
15550,6244,23,2
15551,6245,80,1
15552,6245,50,3
15553,6246,63,3
15554,6246,1,3
15555,6246,79,1
15556,6247,44,1
15557,6247,20,2
15558,6247,13,3
15559,6248,38,1
15560,6248,17,1
15561,6248,75,3
15562,6249,50,3
15563,6249,54,2
15564,6250,74,3
15565,6250,72,3
15566,6250,70,1
15567,6251,30,2
15568,6251,21,1
15569,6251,59,3
15570,6252,51,3
15571,6252,44,3
15572,6252,70,1
15573,6253,4,3
15574,6253,34,3
15575,6254,77,1
15576,6254,77,1
15577,6255,15,1
15578,6255,46,3
15579,6256,21,3
15580,6256,24,1
15581,6257,78,3
15582,6257,22,2
15583,6257,77,2
15584,6258,25,3
15585,6258,33,3
15586,6259,66,3
15587,6259,25,1
15588,6260,59,1
15589,6260,62,1
15590,6261,22,2
15591,6261,22,3
15592,6261,37,3
15593,6262,78,1
15594,6262,2,3
15595,6263,62,3
15596,6263,33,2
15597,6263,23,1
15598,6264,7,1
15599,6264,11,1
15600,6265,38,1
15601,6265,48,2
15602,6265,40,3
15603,6266,43,2
15604,6266,40,3
15605,6266,9,1
15606,6267,58,1
15607,6267,66,3
15608,6267,45,1
15609,6268,64,2
15610,6268,40,2
15611,6269,48,2
15612,6269,37,1
15613,6270,48,1
15614,6270,11,2
15615,6270,47,3
15616,6271,69,1
15617,6271,51,2
15618,6271,56,3
15619,6272,48,2
15620,6272,40,3
15621,6272,27,2
15622,6273,25,3
15623,6273,47,1
15624,6273,27,1
15625,6274,40,1
15626,6274,75,3
15627,6275,60,3
15628,6275,9,1
15629,6276,49,3
15630,6276,24,2
15631,6276,49,3
15632,6277,34,2
15633,6277,74,2
15634,6277,15,2
15635,6278,51,3
15636,6278,46,2
15637,6279,17,3
15638,6279,16,2
15639,6279,28,3
15640,6280,64,1
15641,6280,73,1
15642,6281,13,1
15643,6281,43,3
15644,6281,69,1
15645,6282,22,1
15646,6282,74,3
15647,6282,42,3
15648,6283,4,2
15649,6283,73,1
15650,6284,8,3
15651,6284,21,2
15652,6284,66,1
15653,6285,23,1
15654,6285,56,1
15655,6285,41,3
15656,6286,79,3
15657,6286,36,3
15658,6286,44,1
15659,6287,61,1
15660,6287,15,3
15661,6287,62,3
15662,6288,65,3
15663,6288,41,1
15664,6289,74,2
15665,6289,4,3
15666,6289,60,1
15667,6290,9,2
15668,6290,28,2
15669,6291,38,1
15670,6291,41,3
15671,6292,46,3
15672,6292,45,3
15673,6293,17,1
15674,6293,10,2
15675,6294,46,1
15676,6294,27,1
15677,6295,24,2
15678,6295,52,2
15679,6296,76,1
15680,6296,48,2
15681,6296,64,3
15682,6297,36,1
15683,6297,54,3
15684,6298,49,2
15685,6298,63,2
15686,6298,19,1
15687,6299,36,1
15688,6299,67,1
15689,6299,31,3
15690,6300,46,3
15691,6300,23,3
15692,6300,9,1
15693,6301,74,2
15694,6301,76,3
15695,6302,75,1
15696,6302,36,3
15697,6303,15,2
15698,6303,75,1
15699,6303,60,3
15700,6304,61,3
15701,6304,2,1
15702,6305,61,2
15703,6305,50,1
15704,6306,27,2
15705,6306,40,3
15706,6306,74,2
15707,6307,19,2
15708,6307,59,3
15709,6307,66,3
15710,6308,80,1
15711,6308,78,3
15712,6309,43,1
15713,6309,68,3
15714,6310,77,1
15715,6310,42,2
15716,6310,17,2
15717,6311,69,3
15718,6311,54,2
15719,6311,25,3
15720,6312,47,2
15721,6312,33,3
15722,6312,36,1
15723,6313,38,2
15724,6313,52,2
15725,6314,12,1
15726,6314,77,2
15727,6314,54,3
15728,6315,32,3
15729,6315,41,2
15730,6315,13,3
15731,6316,70,3
15732,6316,79,1
15733,6316,2,2
15734,6317,34,2
15735,6317,40,3
15736,6317,56,3
15737,6318,75,1
15738,6318,4,3
15739,6319,58,1
15740,6319,79,2
15741,6320,16,3
15742,6320,67,3
15743,6320,62,3
15744,6321,9,1
15745,6321,22,3
15746,6321,6,3
15747,6322,15,2
15748,6322,56,1
15749,6323,31,1
15750,6323,43,2
15751,6324,16,2
15752,6324,17,1
15753,6325,41,1
15754,6325,7,2
15755,6325,63,3
15756,6326,27,3
15757,6326,69,1
15758,6326,57,3
15759,6327,13,3
15760,6327,52,1
15761,6328,57,1
15762,6328,51,2
15763,6329,67,1
15764,6329,2,1
15765,6330,23,2
15766,6330,6,3
15767,6331,56,2
15768,6331,9,2
15769,6332,48,2
15770,6332,65,3
15771,6333,74,1
15772,6333,75,1
15773,6334,36,3
15774,6334,5,2
15775,6334,38,2
15776,6335,2,1
15777,6335,60,2
15778,6336,35,3
15779,6336,78,2
15780,6337,78,2
15781,6337,39,2
15782,6337,60,3
15783,6338,41,2
15784,6338,62,2
15785,6338,75,3
15786,6339,36,3
15787,6339,40,3
15788,6339,24,1
15789,6340,16,3
15790,6340,55,3
15791,6340,75,3
15792,6341,60,2
15793,6341,3,3
15794,6341,19,3
15795,6342,78,1
15796,6342,25,1
15797,6342,46,1
15798,6343,37,3
15799,6343,36,3
15800,6343,63,2
15801,6344,58,1
15802,6344,3,3
15803,6345,45,3
15804,6345,29,3
15805,6346,13,2
15806,6346,49,2
15807,6347,20,1
15808,6347,78,3
15809,6348,25,1
15810,6348,67,3
15811,6348,39,3
15812,6349,48,2
15813,6349,20,1
15814,6350,46,2
15815,6350,47,3
15816,6350,73,2
15817,6351,31,2
15818,6351,41,1
15819,6352,35,2
15820,6352,61,3
15821,6353,4,3
15822,6353,65,2
15823,6354,72,3
15824,6354,65,1
15825,6354,15,2
15826,6355,46,3
15827,6355,17,1
15828,6356,40,2
15829,6356,35,3
15830,6356,4,3
15831,6357,34,1
15832,6357,30,1
15833,6358,74,2
15834,6358,25,3
15835,6358,52,1
15836,6359,7,3
15837,6359,24,1
15838,6360,62,1
15839,6360,35,1
15840,6361,64,2
15841,6361,44,2
15842,6362,48,1
15843,6362,11,1
15844,6363,67,3
15845,6363,9,2
15846,6363,36,3
15847,6364,1,3
15848,6364,71,1
15849,6365,63,2
15850,6365,22,3
15851,6366,5,2
15852,6366,63,3
15853,6367,80,2
15854,6367,46,2
15855,6367,26,1
15856,6368,53,2
15857,6368,9,1
15858,6368,75,1
15859,6369,80,2
15860,6369,19,2
15861,6369,63,2
15862,6370,28,1
15863,6370,31,3
15864,6370,16,1
15865,6371,9,1
15866,6371,2,1
15867,6371,33,2
15868,6372,59,3
15869,6372,13,1
15870,6372,23,2
15871,6373,7,3
15872,6373,71,2
15873,6374,72,1
15874,6374,79,3
15875,6375,36,2
15876,6375,42,3
15877,6375,61,3
15878,6376,67,3
15879,6376,7,1
15880,6377,78,3
15881,6377,14,1
15882,6377,1,2
15883,6378,47,2
15884,6378,18,1
15885,6379,80,3
15886,6379,1,3
15887,6379,61,2
15888,6380,75,3
15889,6380,40,2
15890,6381,19,1
15891,6381,46,1
15892,6382,56,3
15893,6382,15,2
15894,6382,26,3
15895,6383,56,1
15896,6383,31,1
15897,6384,17,3
15898,6384,34,1
15899,6384,64,1
15900,6385,4,1
15901,6385,61,3
15902,6386,13,2
15903,6386,8,2
15904,6386,52,3
15905,6387,53,3
15906,6387,67,1
15907,6387,35,3
15908,6388,7,3
15909,6388,52,2
15910,6388,14,1
15911,6389,77,1
15912,6389,45,1
15913,6390,71,1
15914,6390,25,3
15915,6390,55,3
15916,6391,17,1
15917,6391,50,3
15918,6392,31,3
15919,6392,74,2
15920,6392,48,1
15921,6393,67,2
15922,6393,31,2
15923,6394,71,2
15924,6394,55,3
15925,6394,46,1
15926,6395,48,1
15927,6395,54,3
15928,6396,39,3
15929,6396,76,1
15930,6397,18,2
15931,6397,56,3
15932,6398,75,1
15933,6398,4,1
15934,6399,28,3
15935,6399,30,3
15936,6400,54,1
15937,6400,70,1
15938,6401,42,1
15939,6401,53,3
15940,6402,20,3
15941,6402,80,1
15942,6402,63,2
15943,6403,56,3
15944,6403,4,1
15945,6404,17,1
15946,6404,55,1
15947,6405,69,1
15948,6405,70,3
15949,6406,14,1
15950,6406,63,1
15951,6406,36,2
15952,6407,37,3
15953,6407,50,1
15954,6408,58,2
15955,6408,40,1
15956,6409,45,3
15957,6409,63,2
15958,6409,28,2
15959,6410,8,3
15960,6410,31,1
15961,6411,35,3
15962,6411,7,1
15963,6411,44,3
15964,6412,15,3
15965,6412,10,1
15966,6412,12,2
15967,6413,80,3
15968,6413,47,1
15969,6414,32,3
15970,6414,26,2
15971,6415,67,1
15972,6415,8,2
15973,6416,51,1
15974,6416,36,3
15975,6416,78,1
15976,6417,35,3
15977,6417,31,3
15978,6417,17,2
15979,6418,15,1
15980,6418,46,3
15981,6418,35,2
15982,6419,11,3
15983,6419,16,2
15984,6419,18,3
15985,6420,29,3
15986,6420,32,1
15987,6421,3,3
15988,6421,79,2
15989,6421,29,2
15990,6422,58,2
15991,6422,8,3
15992,6423,64,2
15993,6423,59,2
15994,6423,15,3
15995,6424,48,1
15996,6424,56,2
15997,6425,79,3
15998,6425,46,3
15999,6425,62,3
16000,6426,76,1
16001,6426,80,2
16002,6427,54,2
16003,6427,39,3
16004,6428,72,1
16005,6428,57,2
16006,6429,52,3
16007,6429,70,3
16008,6429,37,3
16009,6430,51,1
16010,6430,16,2
16011,6430,15,2
16012,6431,33,2
16013,6431,58,3
16014,6432,15,1
16015,6432,56,3
16016,6433,77,3
16017,6433,80,3
16018,6433,10,1
16019,6434,52,3
16020,6434,23,1
16021,6434,35,1
16022,6435,60,3
16023,6435,5,1
16024,6435,66,1
16025,6436,51,1
16026,6436,41,1
16027,6437,33,1
16028,6437,28,1
16029,6437,2,1
16030,6438,58,2
16031,6438,32,1
16032,6438,48,3
16033,6439,5,3
16034,6439,71,3
16035,6439,66,2
16036,6440,52,2
16037,6440,5,2
16038,6441,9,1
16039,6441,26,3
16040,6441,72,3
16041,6442,53,1
16042,6442,44,3
16043,6443,61,1
16044,6443,31,3
16045,6444,47,3
16046,6444,1,3
16047,6444,62,3
16048,6445,67,2
16049,6445,34,1
16050,6446,35,3
16051,6446,42,1
16052,6447,66,2
16053,6447,63,1
16054,6448,71,2
16055,6448,1,2
16056,6448,30,1
16057,6449,14,2
16058,6449,70,1
16059,6449,19,2
16060,6450,39,2
16061,6450,73,2
16062,6450,16,1
16063,6451,39,3
16064,6451,65,1
16065,6452,10,3
16066,6452,3,1
16067,6453,16,2
16068,6453,23,1
16069,6453,64,3
16070,6454,26,1
16071,6454,34,1
16072,6455,23,1
16073,6455,44,3
16074,6455,62,2
16075,6456,59,3
16076,6456,33,2
16077,6457,49,3
16078,6457,75,3
16079,6457,10,1
16080,6458,12,2
16081,6458,24,1
16082,6458,64,2
16083,6459,62,2
16084,6459,15,2
16085,6460,29,1
16086,6460,38,1
16087,6461,67,2
16088,6461,41,2
16089,6461,65,2
16090,6462,63,2
16091,6462,67,2
16092,6462,2,3
16093,6463,13,2
16094,6463,51,1
16095,6463,52,1
16096,6464,6,1
16097,6464,11,2
16098,6465,42,2
16099,6465,77,1
16100,6466,72,3
16101,6466,66,1
16102,6466,4,1
16103,6467,70,3
16104,6467,40,2
16105,6467,36,3
16106,6468,71,1
16107,6468,47,2
16108,6469,4,1
16109,6469,8,3
16110,6469,68,1
16111,6470,46,1
16112,6470,54,2
16113,6471,13,3
16114,6471,30,2
16115,6472,9,3
16116,6472,42,1
16117,6473,29,3
16118,6473,69,1
16119,6474,1,1
16120,6474,49,2
16121,6475,80,1
16122,6475,10,3
16123,6475,47,1
16124,6476,25,2
16125,6476,63,1
16126,6476,6,3
16127,6477,35,1
16128,6477,64,1
16129,6477,13,1
16130,6478,53,3
16131,6478,35,3
16132,6479,72,2
16133,6479,10,2
16134,6479,27,2
16135,6480,51,1
16136,6480,6,2
16137,6481,5,1
16138,6481,12,1
16139,6481,27,2
16140,6482,33,1
16141,6482,44,3
16142,6483,18,3
16143,6483,25,3
16144,6484,51,3
16145,6484,37,3
16146,6485,40,1
16147,6485,72,3
16148,6486,25,3
16149,6486,4,2
16150,6487,51,1
16151,6487,6,1
16152,6487,32,3
16153,6488,46,2
16154,6488,52,2
16155,6488,25,3
16156,6489,48,1
16157,6489,9,2
16158,6489,47,1
16159,6490,64,2
16160,6490,76,2
16161,6491,34,2
16162,6491,51,2
16163,6491,44,3
16164,6492,77,1
16165,6492,37,2
16166,6493,47,3
16167,6493,52,1
16168,6494,11,3
16169,6494,44,1
16170,6495,54,3
16171,6495,55,2
16172,6496,63,1
16173,6496,58,3
16174,6497,16,1
16175,6497,17,1
16176,6497,78,3
16177,6498,11,1
16178,6498,21,1
16179,6499,79,1
16180,6499,21,2
16181,6499,74,2
16182,6500,5,1
16183,6500,49,3
16184,6501,79,1
16185,6501,56,1
16186,6502,32,3
16187,6502,37,2
16188,6502,26,3
16189,6503,70,2
16190,6503,24,3
16191,6504,13,2
16192,6504,26,2
16193,6504,59,3
16194,6505,71,2
16195,6505,64,3
16196,6506,46,2
16197,6506,4,2
16198,6507,36,2
16199,6507,62,2
16200,6508,61,3
16201,6508,63,1
16202,6509,51,2
16203,6509,51,1
16204,6510,79,1
16205,6510,79,2
16206,6510,56,2
16207,6511,29,2
16208,6511,16,2
16209,6511,37,1
16210,6512,46,1
16211,6512,11,3
16212,6512,62,1
16213,6513,72,1
16214,6513,56,1
16215,6513,76,1
16216,6514,62,3
16217,6514,73,3
16218,6514,78,3
16219,6515,72,2
16220,6515,4,1
16221,6515,63,1
16222,6516,7,2
16223,6516,38,2
16224,6517,27,2
16225,6517,24,3
16226,6517,53,1
16227,6518,10,1
16228,6518,13,2
16229,6518,80,1
16230,6519,75,1
16231,6519,73,1
16232,6520,46,2
16233,6520,74,3
16234,6521,33,2
16235,6521,73,1
16236,6521,30,3
16237,6522,29,1
16238,6522,11,2
16239,6523,15,1
16240,6523,65,3
16241,6523,16,2
16242,6524,7,1
16243,6524,44,1
16244,6525,72,2
16245,6525,43,3
16246,6525,18,1
16247,6526,58,1
16248,6526,79,3
16249,6527,60,2
16250,6527,15,3
16251,6528,35,3
16252,6528,60,3
16253,6529,76,3
16254,6529,43,1
16255,6530,77,2
16256,6530,19,1
16257,6531,21,2
16258,6531,19,2
16259,6531,20,2
16260,6532,50,2
16261,6532,11,1
16262,6533,7,2
16263,6533,56,3
16264,6533,35,1
16265,6534,72,1
16266,6534,45,3
16267,6535,26,2
16268,6535,56,1
16269,6535,37,3
16270,6536,75,3
16271,6536,8,2
16272,6536,6,2
16273,6537,48,3
16274,6537,56,2
16275,6538,65,2
16276,6538,23,1
16277,6539,60,2
16278,6539,80,2
16279,6540,49,3
16280,6540,21,2
16281,6540,27,2
16282,6541,18,2
16283,6541,20,3
16284,6542,72,2
16285,6542,46,2
16286,6542,33,3
16287,6543,61,1
16288,6543,31,3
16289,6544,46,2
16290,6544,69,2
16291,6545,50,1
16292,6545,21,3
16293,6546,3,3
16294,6546,66,3
16295,6546,68,3
16296,6547,44,3
16297,6547,15,2
16298,6548,40,3
16299,6548,31,3
16300,6548,48,3
16301,6549,65,1
16302,6549,32,1
16303,6549,33,1
16304,6550,9,2
16305,6550,66,2
16306,6551,65,2
16307,6551,3,1
16308,6552,15,1
16309,6552,17,3
16310,6553,56,2
16311,6553,49,1
16312,6553,46,2
16313,6554,73,2
16314,6554,32,3
16315,6554,35,2
16316,6555,19,1
16317,6555,18,1
16318,6555,14,1
16319,6556,46,3
16320,6556,19,3
16321,6557,32,3
16322,6557,13,3
16323,6558,69,2
16324,6558,77,1
16325,6559,45,3
16326,6559,29,2
16327,6559,19,1
16328,6560,57,2
16329,6560,61,2
16330,6561,66,2
16331,6561,2,3
16332,6561,61,2
16333,6562,25,2
16334,6562,2,1
16335,6563,41,3
16336,6563,2,1
16337,6563,47,3
16338,6564,25,1
16339,6564,78,3
16340,6565,12,3
16341,6565,8,3
16342,6565,58,3
16343,6566,54,3
16344,6566,42,1
16345,6566,70,2
16346,6567,26,3
16347,6567,68,1
16348,6568,34,2
16349,6568,28,1
16350,6569,30,1
16351,6569,26,3
16352,6569,73,3
16353,6570,12,1
16354,6570,5,2
16355,6570,59,1
16356,6571,59,3
16357,6571,77,3
16358,6571,4,1
16359,6572,21,2
16360,6572,61,1
16361,6573,13,1
16362,6573,37,3
16363,6573,39,3
16364,6574,57,3
16365,6574,58,2
16366,6574,69,2
16367,6575,13,1
16368,6575,5,1
16369,6575,27,3
16370,6576,27,3
16371,6576,39,3
16372,6577,73,3
16373,6577,27,1
16374,6577,60,1
16375,6578,19,3
16376,6578,57,1
16377,6579,12,1
16378,6579,44,3
16379,6580,16,3
16380,6580,57,3
16381,6580,67,2
16382,6581,76,2
16383,6581,78,2
16384,6582,57,1
16385,6582,11,3
16386,6582,36,2
16387,6583,6,1
16388,6583,22,1
16389,6584,61,3
16390,6584,78,2
16391,6584,22,3
16392,6585,36,3
16393,6585,52,1
16394,6586,7,2
16395,6586,26,1
16396,6587,26,2
16397,6587,44,3
16398,6587,49,2
16399,6588,31,3
16400,6588,31,2
16401,6589,50,2
16402,6589,45,2
16403,6590,80,3
16404,6590,52,1
16405,6591,22,3
16406,6591,9,2
16407,6592,3,2
16408,6592,28,2
16409,6592,46,3
16410,6593,57,1
16411,6593,17,3
16412,6594,27,3
16413,6594,55,2
16414,6595,74,1
16415,6595,76,1
16416,6596,42,2
16417,6596,42,2
16418,6596,21,1
16419,6597,42,1
16420,6597,19,3
16421,6597,50,1
16422,6598,25,3
16423,6598,55,2
16424,6599,31,3
16425,6599,12,1
16426,6599,37,1
16427,6600,12,1
16428,6600,17,1
16429,6600,18,2
16430,6601,16,1
16431,6601,41,3
16432,6602,32,2
16433,6602,72,2
16434,6602,31,3
16435,6603,68,3
16436,6603,73,2
16437,6604,61,1
16438,6604,45,3
16439,6604,68,1
16440,6605,46,1
16441,6605,12,1
16442,6605,57,1
16443,6606,47,2
16444,6606,79,1
16445,6606,66,1
16446,6607,49,3
16447,6607,3,3
16448,6607,32,2
16449,6608,76,3
16450,6608,36,1
16451,6609,60,3
16452,6609,39,3
16453,6609,35,1
16454,6610,3,1
16455,6610,26,3
16456,6611,11,1
16457,6611,35,3
16458,6611,42,3
16459,6612,25,2
16460,6612,47,1
16461,6613,33,3
16462,6613,51,2
16463,6614,15,1
16464,6614,49,2
16465,6615,40,3
16466,6615,55,2
16467,6615,33,2
16468,6616,49,3
16469,6616,58,1
16470,6617,43,1
16471,6617,68,2
16472,6618,5,2
16473,6618,80,1
16474,6618,4,3
16475,6619,37,3
16476,6619,66,2
16477,6620,22,1
16478,6620,16,1
16479,6620,13,1
16480,6621,34,1
16481,6621,33,3
16482,6621,16,3
16483,6622,3,1
16484,6622,19,1
16485,6623,35,2
16486,6623,15,3
16487,6624,5,2
16488,6624,70,2
16489,6624,32,1
16490,6625,5,2
16491,6625,39,2
16492,6625,59,3
16493,6626,7,2
16494,6626,79,3
16495,6626,52,3
16496,6627,8,3
16497,6627,30,2
16498,6627,37,1
16499,6628,44,1
16500,6628,54,2
16501,6628,56,2
16502,6629,55,3
16503,6629,24,3
16504,6629,66,3
16505,6630,77,1
16506,6630,33,2
16507,6631,19,2
16508,6631,9,2
16509,6631,1,3
16510,6632,19,2
16511,6632,33,2
16512,6632,13,3
16513,6633,9,2
16514,6633,60,1
16515,6634,69,2
16516,6634,20,1
16517,6634,60,1
16518,6635,9,1
16519,6635,29,1
16520,6636,47,2
16521,6636,68,1
16522,6636,34,3
16523,6637,32,2
16524,6637,15,2
16525,6638,77,1
16526,6638,57,1
16527,6638,11,3
16528,6639,26,3
16529,6639,20,3
16530,6640,21,2
16531,6640,75,3
16532,6641,50,3
16533,6641,46,3
16534,6641,67,1
16535,6642,67,1
16536,6642,59,3
16537,6643,34,2
16538,6643,37,1
16539,6643,13,1
16540,6644,39,2
16541,6644,48,1
16542,6644,47,3
16543,6645,8,2
16544,6645,65,3
16545,6645,11,3
16546,6646,10,2
16547,6646,58,3
16548,6646,43,1
16549,6647,19,1
16550,6647,14,3
16551,6648,66,1
16552,6648,70,2
16553,6648,65,2
16554,6649,28,2
16555,6649,18,3
16556,6650,60,3
16557,6650,36,2
16558,6650,7,2
16559,6651,48,2
16560,6651,46,2
16561,6651,47,2
16562,6652,26,3
16563,6652,27,2
16564,6652,57,1
16565,6653,19,1
16566,6653,69,2
16567,6654,16,2
16568,6654,45,3
16569,6655,55,2
16570,6655,74,1
16571,6655,75,1
16572,6656,40,2
16573,6656,64,3
16574,6657,73,2
16575,6657,10,3
16576,6658,3,1
16577,6658,5,3
16578,6659,47,3
16579,6659,8,3
16580,6660,50,3
16581,6660,45,1
16582,6661,41,3
16583,6661,36,3
16584,6661,23,2
16585,6662,16,3
16586,6662,63,1
16587,6663,52,1
16588,6663,4,2
16589,6664,43,1
16590,6664,43,2
16591,6665,55,1
16592,6665,54,2
16593,6666,50,1
16594,6666,80,1
16595,6667,68,2
16596,6667,11,3
16597,6667,35,2
16598,6668,48,3
16599,6668,4,3
16600,6668,46,1
16601,6669,71,2
16602,6669,4,3
16603,6670,80,2
16604,6670,26,2
16605,6670,36,1
16606,6671,74,3
16607,6671,71,1
16608,6672,52,2
16609,6672,1,1
16610,6672,4,3
16611,6673,70,2
16612,6673,71,3
16613,6674,4,1
16614,6674,56,1
16615,6675,21,2
16616,6675,13,3
16617,6676,69,1
16618,6676,73,2
16619,6677,11,1
16620,6677,15,2
16621,6677,21,3
16622,6678,30,2
16623,6678,59,1
16624,6679,52,2
16625,6679,60,2
16626,6680,79,2
16627,6680,58,3
16628,6681,44,3
16629,6681,47,2
16630,6682,80,1
16631,6682,14,1
16632,6682,36,1
16633,6683,57,2
16634,6683,39,3
16635,6684,30,1
16636,6684,64,1
16637,6684,27,1
16638,6685,51,3
16639,6685,34,2
16640,6686,75,3
16641,6686,53,2
16642,6687,76,3
16643,6687,23,1
16644,6688,68,2
16645,6688,62,2
16646,6689,55,1
16647,6689,74,1
16648,6690,73,2
16649,6690,69,1
16650,6690,70,3
16651,6691,75,3
16652,6691,62,3
16653,6692,42,1
16654,6692,5,3
16655,6692,56,1
16656,6693,13,2
16657,6693,18,3
16658,6693,78,2
16659,6694,2,2
16660,6694,79,2
16661,6695,44,2
16662,6695,35,2
16663,6696,30,1
16664,6696,19,2
16665,6697,6,3
16666,6697,8,1
16667,6698,49,2
16668,6698,7,1
16669,6698,17,1
16670,6699,16,2
16671,6699,74,2
16672,6699,27,3
16673,6700,33,1
16674,6700,70,3
16675,6700,75,3
16676,6701,54,2
16677,6701,37,3
16678,6702,74,1
16679,6702,34,3
16680,6702,24,1
16681,6703,16,3
16682,6703,8,3
16683,6704,14,3
16684,6704,23,1
16685,6705,4,1
16686,6705,69,1
16687,6706,9,1
16688,6706,53,3
16689,6706,49,2
16690,6707,59,1
16691,6707,28,1
16692,6707,80,1
16693,6708,25,2
16694,6708,24,3
16695,6709,31,2
16696,6709,3,3
16697,6710,67,1
16698,6710,43,2
16699,6711,22,1
16700,6711,9,1
16701,6711,24,3
16702,6712,35,3
16703,6712,4,1
16704,6713,40,3
16705,6713,42,1
16706,6714,36,1
16707,6714,9,1
16708,6714,48,1
16709,6715,10,1
16710,6715,20,2
16711,6716,38,3
16712,6716,69,3
16713,6716,23,1
16714,6717,45,1
16715,6717,13,1
16716,6717,12,2
16717,6718,44,1
16718,6718,35,1
16719,6719,62,1
16720,6719,50,3
16721,6719,23,2
16722,6720,53,3
16723,6720,41,3
16724,6721,69,2
16725,6721,44,1
16726,6722,37,3
16727,6722,26,3
16728,6723,26,1
16729,6723,74,3
16730,6723,48,2
16731,6724,76,3
16732,6724,46,3
16733,6725,76,2
16734,6725,60,1
16735,6725,24,3
16736,6726,30,2
16737,6726,68,1
